Thickness,BedTop,GS,SectName,SectLoc,UTM_E,UTM_N,BedNumber,Reservoir,Amalg,PlanarLaminations,RippleLaminations,CrossBedding,ClimbingRipples,NestedScourfills,RipUpClasts,DishStructures,WavyLaminations,ImbricatedClasts,Facies,FaciesBlockNum,Element,ElementBlockNum,ElementSet,ElementSetBlockNum,BedThick,BedMeanGS,BedMaxGS,FaciesThick,FaciesMeanGS,FaciesNetGross,ElementThick,ElementMeanGS,ElementSetThick,ElementSetMeanGS,ElementSetNetGross
25.6,0,0.036458427,MaudBay,NWMayneIsland,478545,5413334,60,0,0,,,,,,,,,,ThinBeddedHeterolithic,11,PondedFill,3,NA,,,,,,,,,,,,
25.61,0,0.036458427,MaudBay,NWMayneIsland,478545,5413334,60,0,0,,,,,,,,,,ThinBeddedHeterolithic,11,PondedFill,3,NA,,,,,,,,,,,,
25.62,0,0.036458427,MaudBay,NWMayneIsland,478545,5413334,60,0,0,,,,,,,,,,ThinBeddedHeterolithic,11,PondedFill,3,NA,,,,,,,,,,,,
25.63,0,0.036458427,MaudBay,NWMayneIsland,478545,5413334,60,0,0,,,,,,,,,,ThinBeddedHeterolithic,11,PondedFill,3,NA,,,,,,,,,,,,
25.64,0,0.036458427,MaudBay,NWMayneIsland,478545,5413334,60,0,0,,,,,,,,,,ThinBeddedHeterolithic,11,PondedFill,3,NA,,,,,,,,,,,,
25.65,0,0.036458427,MaudBay,NWMayneIsland,478545,5413334,60,0,0,,,,,,,,,,ThinBeddedHeterolithic,11,PondedFill,3,NA,,,,,,,,,,,,
25.66,0,0.036458427,MaudBay,NWMayneIsland,478545,5413334,60,0,0,,,,,,,,,,ThinBeddedHeterolithic,11,PondedFill,3,NA,,,,,,,,,,,,
25.67,0,0.036458427,MaudBay,NWMayneIsland,478545,5413334,60,0,0,,,,,,,,,,ThinBeddedHeterolithic,11,PondedFill,3,NA,,,,,,,,,,,,
25.68,0,0.036458427,MaudBay,NWMayneIsland,478545,5413334,60,0,0,,,,,,,,,,ThinBeddedHeterolithic,11,PondedFill,3,NA,,,,,,,,,,,,
25.69,0,0.036458427,MaudBay,NWMayneIsland,478545,5413334,60,0,0,,,,,,,,,,ThinBeddedHeterolithic,11,PondedFill,3,NA,,,,,,,,,,,,
25.7,0,0.036458427,MaudBay,NWMayneIsland,478545,5413334,60,0,0,,,,,,,,,,ThinBeddedHeterolithic,11,PondedFill,3,NA,,,,,,,,,,,,
25.71,0,0.036458427,MaudBay,NWMayneIsland,478545,5413334,60,0,0,,,,,,,,,,ThinBeddedHeterolithic,11,PondedFill,3,NA,,,,,,,,,,,,
25.72,0,0.036458427,MaudBay,NWMayneIsland,478545,5413334,60,0,0,,,,,,,,,,ThinBeddedHeterolithic,11,PondedFill,3,NA,,,,,,,,,,,,
25.73,0,0.036458427,MaudBay,NWMayneIsland,478545,5413334,60,0,0,,,,,,,,,,ThinBeddedHeterolithic,11,PondedFill,3,NA,,,,,,,,,,,,
25.74,0,0.036458427,MaudBay,NWMayneIsland,478545,5413334,60,0,0,,,,,,,,,,ThinBeddedHeterolithic,11,PondedFill,3,NA,,,,,,,,,,,,
25.75,0,0.036458427,MaudBay,NWMayneIsland,478545,5413334,60,0,0,,,,,,,,,,ThinBeddedHeterolithic,11,PondedFill,3,NA,,,,,,,,,,,,
25.76,0,0.036458427,MaudBay,NWMayneIsland,478545,5413334,60,0,0,,,,,,,,,,ThinBeddedHeterolithic,11,PondedFill,3,NA,,,,,,,,,,,,
25.77,0,0.036458427,MaudBay,NWMayneIsland,478545,5413334,60,0,0,,,,,,,,,,ThinBeddedHeterolithic,11,PondedFill,3,NA,,,,,,,,,,,,
25.78,0,0.036458427,MaudBay,NWMayneIsland,478545,5413334,60,0,0,,,,,,,,,,ThinBeddedHeterolithic,11,PondedFill,3,NA,,,,,,,,,,,,
25.79,0,0.036458427,MaudBay,NWMayneIsland,478545,5413334,60,0,0,,,,,,,,,,ThinBeddedHeterolithic,11,PondedFill,3,NA,,,,,,,,,,,,
25.8,0,0.036458427,MaudBay,NWMayneIsland,478545,5413334,60,0,0,,,,,,,,,,ThinBeddedHeterolithic,11,PondedFill,3,NA,,,,,,,,,,,,
25.81,0,0.036458427,MaudBay,NWMayneIsland,478545,5413334,60,0,0,,,,,,,,,,ThinBeddedHeterolithic,11,PondedFill,3,NA,,,,,,,,,,,,
25.82,0,0.036458427,MaudBay,NWMayneIsland,478545,5413334,60,0,0,,,,,,,,,,ThinBeddedHeterolithic,11,PondedFill,3,NA,,,,,,,,,,,,
25.83,0,0.036458427,MaudBay,NWMayneIsland,478545,5413334,60,0,0,,,,,,,,,,ThinBeddedHeterolithic,11,PondedFill,3,NA,,,,,,,,,,,,
25.84,0,0.036458427,MaudBay,NWMayneIsland,478545,5413334,60,0,0,,,,,,,,,,ThinBeddedHeterolithic,11,PondedFill,3,NA,,,,,,,,,,,,
25.85,0,0.036458427,MaudBay,NWMayneIsland,478545,5413334,60,0,0,,,,,,,,,,ThinBeddedHeterolithic,11,PondedFill,3,NA,,,,,,,,,,,,
25.86,0,0.036458427,MaudBay,NWMayneIsland,478545,5413334,60,0,0,,,,,,,,,,ThinBeddedHeterolithic,11,PondedFill,3,NA,,,,,,,,,,,,
25.87,0,0.036458427,MaudBay,NWMayneIsland,478545,5413334,60,0,0,,,,,,,,,,ThinBeddedHeterolithic,11,PondedFill,3,NA,,,,,,,,,,,,
25.88,0,0.036458427,MaudBay,NWMayneIsland,478545,5413334,60,0,0,,,,,,,,,,ThinBeddedHeterolithic,11,PondedFill,3,NA,,,,,,,,,,,,
25.89,0,0.036458427,MaudBay,NWMayneIsland,478545,5413334,60,0,0,,,,,,,,,,ThinBeddedHeterolithic,11,PondedFill,3,NA,,,,,,,,,,,,
25.9,0,0.036458427,MaudBay,NWMayneIsland,478545,5413334,60,0,0,,,,,,,,,,ThinBeddedHeterolithic,11,PondedFill,3,NA,,,,,,,,,,,,
25.91,0,0.036458427,MaudBay,NWMayneIsland,478545,5413334,60,0,0,,,,,,,,,,ThinBeddedHeterolithic,11,PondedFill,3,NA,,,,,,,,,,,,
25.92,0,0.036458427,MaudBay,NWMayneIsland,478545,5413334,60,0,0,,,,,,,,,,ThinBeddedHeterolithic,11,PondedFill,3,NA,,,,,,,,,,,,
25.93,0,0.036458427,MaudBay,NWMayneIsland,478545,5413334,60,0,0,,,,,,,,,,ThinBeddedHeterolithic,11,PondedFill,3,NA,,,,,,,,,,,,
25.94,0,0.036458427,MaudBay,NWMayneIsland,478545,5413334,60,0,0,,,,,,,,,,ThinBeddedHeterolithic,11,PondedFill,3,NA,,,,,,,,,,,,
25.95,0,0.036458427,MaudBay,NWMayneIsland,478545,5413334,60,0,0,,,,,,,,,,ThinBeddedHeterolithic,11,PondedFill,3,NA,,,,,,,,,,,,
25.96,0,0.036458427,MaudBay,NWMayneIsland,478545,5413334,60,0,0,,,,,,,,,,ThinBeddedHeterolithic,11,PondedFill,3,NA,,,,,,,,,,,,
25.97,0,0.036458427,MaudBay,NWMayneIsland,478545,5413334,60,0,0,,,,,,,,,,ThinBeddedHeterolithic,11,PondedFill,3,NA,,,,,,,,,,,,
25.98,0,0.036458427,MaudBay,NWMayneIsland,478545,5413334,60,0,0,,,,,,,,,,ThinBeddedHeterolithic,11,PondedFill,3,NA,,,,,,,,,,,,
25.99,0,0.036458427,MaudBay,NWMayneIsland,478545,5413334,60,0,0,,,,,,,,,,ThinBeddedHeterolithic,11,PondedFill,3,NA,,,,,,,,,,,,
26,0,0.036458427,MaudBay,NWMayneIsland,478545,5413334,60,0,0,,,,,,,,,,ThinBeddedHeterolithic,11,PondedFill,3,NA,,,,,,,,,,,,
26.01,0,0.036458427,MaudBay,NWMayneIsland,478545,5413334,60,0,0,,,,,,,,,,ThinBeddedHeterolithic,11,PondedFill,3,NA,,,,,,,,,,,,
26.02,0,0.036458427,MaudBay,NWMayneIsland,478545,5413334,60,0,0,,,,,,,,,,ThinBeddedHeterolithic,11,PondedFill,3,NA,,,,,,,,,,,,
26.03,0,0.036458427,MaudBay,NWMayneIsland,478545,5413334,60,0,0,,,,,,,,,,ThinBeddedHeterolithic,11,PondedFill,3,NA,,,,,,,,,,,,
26.04,0,0.036458427,MaudBay,NWMayneIsland,478545,5413334,60,0,0,,,,,,,,,,ThinBeddedHeterolithic,11,PondedFill,3,NA,,,,,,,,,,,,
26.05,0,0.036458427,MaudBay,NWMayneIsland,478545,5413334,60,0,0,,,,,,,,,,ThinBeddedHeterolithic,11,PondedFill,3,NA,,,,,,,,,,,,
26.06,0,0.036458427,MaudBay,NWMayneIsland,478545,5413334,60,0,0,,,,,,,,,,ThinBeddedHeterolithic,11,PondedFill,3,NA,,,,,,,,,,,,
26.07,0,0.036458427,MaudBay,NWMayneIsland,478545,5413334,60,0,0,,,,,,,,,,ThinBeddedHeterolithic,11,PondedFill,3,NA,,,,,,,,,,,,
26.08,1,0.036458427,MaudBay,NWMayneIsland,478545,5413334,60,0,0,,,,,,,,,,ThinBeddedHeterolithic,11,PondedFill,3,NA,,0.51,0.036458427,0.036458427,,,,,,,,
26.09,0,0.188119747,MaudBay,NWMayneIsland,478545,5413334,61,1,0,,RippleLaminations,,,,,,,,ThinBeddedHeterolithic,11,PondedFill,3,NA,,,,,,,,,,,,
26.1,0,0.188119747,MaudBay,NWMayneIsland,478545,5413334,61,1,0,,RippleLaminations,,,,,,,,ThinBeddedHeterolithic,11,PondedFill,3,NA,,,,,,,,,,,,
26.11,0,0.188119747,MaudBay,NWMayneIsland,478545,5413334,61,1,0,,RippleLaminations,,,,,,,,ThinBeddedHeterolithic,11,PondedFill,3,NA,,,,,,,,,,,,
26.12,1,0.188119747,MaudBay,NWMayneIsland,478545,5413334,61,1,0,,,,,,,,,,ThinBeddedHeterolithic,11,PondedFill,3,NA,,0.04,0.188119747,0.188119747,,,,,,,,
26.13,0,0.034944677,MaudBay,NWMayneIsland,478545,5413334,62,0,0,,,,,,,,,,ThinBeddedHeterolithic,11,PondedFill,3,NA,,,,,,,,,,,,
26.14,0,0.034944677,MaudBay,NWMayneIsland,478545,5413334,62,0,0,,,,,,,,,,ThinBeddedHeterolithic,11,PondedFill,3,NA,,,,,,,,,,,,
26.15,0,0.034944677,MaudBay,NWMayneIsland,478545,5413334,62,0,0,,,,,,,,,,ThinBeddedHeterolithic,11,PondedFill,3,NA,,,,,,,,,,,,
26.16,0,0.034944677,MaudBay,NWMayneIsland,478545,5413334,62,0,0,,,,,,,,,,ThinBeddedHeterolithic,11,PondedFill,3,NA,,,,,,,,,,,,
26.17,0,0.034944677,MaudBay,NWMayneIsland,478545,5413334,62,0,0,,,,,,,,,,ThinBeddedHeterolithic,11,PondedFill,3,NA,,,,,,,,,,,,
26.18,0,0.034944677,MaudBay,NWMayneIsland,478545,5413334,62,0,0,,,,,,,,,,ThinBeddedHeterolithic,11,PondedFill,3,NA,,,,,,,,,,,,
26.19,0,0.034944677,MaudBay,NWMayneIsland,478545,5413334,62,0,0,,,,,,,,,,ThinBeddedHeterolithic,11,PondedFill,3,NA,,,,,,,,,,,,
26.2,0,0.034944677,MaudBay,NWMayneIsland,478545,5413334,62,0,0,,,,,,,,,,ThinBeddedHeterolithic,11,PondedFill,3,NA,,,,,,,,,,,,
26.21,0,0.034944677,MaudBay,NWMayneIsland,478545,5413334,62,0,0,,,,,,,,,,ThinBeddedHeterolithic,11,PondedFill,3,NA,,,,,,,,,,,,
26.22,0,0.034944677,MaudBay,NWMayneIsland,478545,5413334,62,0,0,,,,,,,,,,ThinBeddedHeterolithic,11,PondedFill,3,NA,,,,,,,,,,,,
26.23,0,0.034944677,MaudBay,NWMayneIsland,478545,5413334,62,0,0,,,,,,,,,,ThinBeddedHeterolithic,11,PondedFill,3,NA,,,,,,,,,,,,
26.24,0,0.034944677,MaudBay,NWMayneIsland,478545,5413334,62,0,0,,,,,,,,,,ThinBeddedHeterolithic,11,PondedFill,3,NA,,,,,,,,,,,,
26.25,0,0.034944677,MaudBay,NWMayneIsland,478545,5413334,62,0,0,,,,,,,,,,ThinBeddedHeterolithic,11,PondedFill,3,NA,,,,,,,,,,,,
26.26,0,0.034944677,MaudBay,NWMayneIsland,478545,5413334,62,0,0,,,,,,,,,,ThinBeddedHeterolithic,11,PondedFill,3,NA,,,,,,,,,,,,
26.27,0,0.034944677,MaudBay,NWMayneIsland,478545,5413334,62,0,0,,,,,,,,,,ThinBeddedHeterolithic,11,PondedFill,3,NA,,,,,,,,,,,,
26.28,1,0.034944677,MaudBay,NWMayneIsland,478545,5413334,62,0,0,,RippleLaminations,,,,,,,,ThinBeddedHeterolithic,11,PondedFill,3,NA,,0.16,0.034944677,0.034944677,,,,,,,,
26.29,0,0.178007944,MaudBay,NWMayneIsland,478545,5413334,63,1,0,,RippleLaminations,,,,,,,,ThinBeddedHeterolithic,11,PondedFill,3,NA,,,,,,,,,,,,
26.3,0,0.178007944,MaudBay,NWMayneIsland,478545,5413334,63,1,0,,RippleLaminations,,,,,,,,ThinBeddedHeterolithic,11,PondedFill,3,NA,,,,,,,,,,,,
26.31,0,0.178007944,MaudBay,NWMayneIsland,478545,5413334,63,1,0,,RippleLaminations,,,,,,,,ThinBeddedHeterolithic,11,PondedFill,3,NA,,,,,,,,,,,,
26.32,0,0.178007944,MaudBay,NWMayneIsland,478545,5413334,63,1,0,,RippleLaminations,,,,,,,,ThinBeddedHeterolithic,11,PondedFill,3,NA,,,,,,,,,,,,
26.33,0,0.178007944,MaudBay,NWMayneIsland,478545,5413334,63,1,0,,RippleLaminations,,,,,,,,ThinBeddedHeterolithic,11,PondedFill,3,NA,,,,,,,,,,,,
26.34,1,0.178007944,MaudBay,NWMayneIsland,478545,5413334,63,1,0,,,,,,,,,,ThinBeddedHeterolithic,11,PondedFill,3,NA,,0.06,0.178007944,0.178007944,,,,,,,,
26.35,0,0.036458427,MaudBay,NWMayneIsland,478545,5413334,64,0,0,,,,,,,,,,ThinBeddedHeterolithic,11,PondedFill,3,NA,,,,,,,,,,,,
26.36,0,0.036458427,MaudBay,NWMayneIsland,478545,5413334,64,0,0,,,,,,,,,,ThinBeddedHeterolithic,11,PondedFill,3,NA,,,,,,,,,,,,
26.37,0,0.036458427,MaudBay,NWMayneIsland,478545,5413334,64,0,0,,,,,,,,,,ThinBeddedHeterolithic,11,PondedFill,3,NA,,,,,,,,,,,,
26.38,0,0.036458427,MaudBay,NWMayneIsland,478545,5413334,64,0,0,,,,,,,,,,ThinBeddedHeterolithic,11,PondedFill,3,NA,,,,,,,,,,,,
26.39,0,0.036458427,MaudBay,NWMayneIsland,478545,5413334,64,0,0,,,,,,,,,,ThinBeddedHeterolithic,11,PondedFill,3,NA,,,,,,,,,,,,
26.4,0,0.036458427,MaudBay,NWMayneIsland,478545,5413334,64,0,0,,,,,,,,,,ThinBeddedHeterolithic,11,PondedFill,3,NA,,,,,,,,,,,,
26.41,0,0.036458427,MaudBay,NWMayneIsland,478545,5413334,64,0,0,,,,,,,,,,ThinBeddedHeterolithic,11,PondedFill,3,NA,,,,,,,,,,,,
26.42,0,0.036458427,MaudBay,NWMayneIsland,478545,5413334,64,0,0,,,,,,,,,,ThinBeddedHeterolithic,11,PondedFill,3,NA,,,,,,,,,,,,
26.43,0,0.036458427,MaudBay,NWMayneIsland,478545,5413334,64,0,0,,,,,,,,,,ThinBeddedHeterolithic,11,PondedFill,3,NA,,,,,,,,,,,,
26.44,1,0.036458427,MaudBay,NWMayneIsland,478545,5413334,64,0,0,PlanarLaminations,,,,,,,,,ThinBeddedHeterolithic,11,PondedFill,3,NA,,0.1,0.036458427,0.036458427,,,,,,,,
26.45,0,0.77216448,MaudBay,NWMayneIsland,478545,5413334,65,1,0,PlanarLaminations,,,,,,,,,ThinBeddedHeterolithic,11,PondedFill,3,NA,,,,,,,,,,,,
26.46,0,0.77216448,MaudBay,NWMayneIsland,478545,5413334,65,1,0,PlanarLaminations,,,,,,,,,ThinBeddedHeterolithic,11,PondedFill,3,NA,,,,,,,,,,,,
26.47,0,0.77216448,MaudBay,NWMayneIsland,478545,5413334,65,1,0,PlanarLaminations,,,,,,,,,ThinBeddedHeterolithic,11,PondedFill,3,NA,,,,,,,,,,,,
26.48,0,0.77216448,MaudBay,NWMayneIsland,478545,5413334,65,1,0,PlanarLaminations,,,,,,,,,ThinBeddedHeterolithic,11,PondedFill,3,NA,,,,,,,,,,,,
26.49,0,0.767029024,MaudBay,NWMayneIsland,478545,5413334,65,1,0,PlanarLaminations,,,,,,,,,ThinBeddedHeterolithic,11,PondedFill,3,NA,,,,,,,,,,,,
26.5,0,0.761893568,MaudBay,NWMayneIsland,478545,5413334,65,1,0,PlanarLaminations,,,,,,,,,ThinBeddedHeterolithic,11,PondedFill,3,NA,,,,,,,,,,,,
26.51,0,0.756758112,MaudBay,NWMayneIsland,478545,5413334,65,1,0,PlanarLaminations,,,,,,,,,ThinBeddedHeterolithic,11,PondedFill,3,NA,,,,,,,,,,,,
26.52,0,0.751622656,MaudBay,NWMayneIsland,478545,5413334,65,1,0,PlanarLaminations,,,,,,,,,ThinBeddedHeterolithic,11,PondedFill,3,NA,,,,,,,,,,,,
26.53,0,0.746487199,MaudBay,NWMayneIsland,478545,5413334,65,1,0,PlanarLaminations,,,,,,,,,ThinBeddedHeterolithic,11,PondedFill,3,NA,,,,,,,,,,,,
26.54,0,0.741351743,MaudBay,NWMayneIsland,478545,5413334,65,1,0,PlanarLaminations,,,,,,,,,ThinBeddedHeterolithic,11,PondedFill,3,NA,,,,,,,,,,,,
26.55,0,0.736216287,MaudBay,NWMayneIsland,478545,5413334,65,1,0,PlanarLaminations,,,,,,,,,ThinBeddedHeterolithic,11,PondedFill,3,NA,,,,,,,,,,,,
26.56,0,0.731080831,MaudBay,NWMayneIsland,478545,5413334,65,1,0,PlanarLaminations,,,,,,,,,ThinBeddedHeterolithic,11,PondedFill,3,NA,,,,,,,,,,,,
26.57,0,0.725945375,MaudBay,NWMayneIsland,478545,5413334,65,1,0,PlanarLaminations,,,,,,,,,ThinBeddedHeterolithic,11,PondedFill,3,NA,,,,,,,,,,,,
26.58,0,0.720809919,MaudBay,NWMayneIsland,478545,5413334,65,1,0,PlanarLaminations,,,,,,,,,ThinBeddedHeterolithic,11,PondedFill,3,NA,,,,,,,,,,,,
26.59,0,0.715674462,MaudBay,NWMayneIsland,478545,5413334,65,1,0,PlanarLaminations,,,,,,,,,ThinBeddedHeterolithic,11,PondedFill,3,NA,,,,,,,,,,,,
26.6,0,0.710539006,MaudBay,NWMayneIsland,478545,5413334,65,1,0,PlanarLaminations,,,,,,,,,ThinBeddedHeterolithic,11,PondedFill,3,NA,,,,,,,,,,,,
26.61,0,0.706436442,MaudBay,NWMayneIsland,478545,5413334,65,1,0,PlanarLaminations,,,,,,,,,ThinBeddedHeterolithic,11,PondedFill,3,NA,,,,,,,,,,,,
26.62,0,0.702333878,MaudBay,NWMayneIsland,478545,5413334,65,1,0,PlanarLaminations,,,,,,,,,ThinBeddedHeterolithic,11,PondedFill,3,NA,,,,,,,,,,,,
26.63,0,0.698231314,MaudBay,NWMayneIsland,478545,5413334,65,1,0,PlanarLaminations,,,,,,,,,ThinBeddedHeterolithic,11,PondedFill,3,NA,,,,,,,,,,,,
26.64,0,0.694128749,MaudBay,NWMayneIsland,478545,5413334,65,1,0,PlanarLaminations,,,,,,,,,ThinBeddedHeterolithic,11,PondedFill,3,NA,,,,,,,,,,,,
26.65,0,0.690026185,MaudBay,NWMayneIsland,478545,5413334,65,1,0,PlanarLaminations,,,,,,,,,ThinBeddedHeterolithic,11,PondedFill,3,NA,,,,,,,,,,,,
26.66,0,0.66438516,MaudBay,NWMayneIsland,478545,5413334,65,1,0,PlanarLaminations,,,,,,,,,ThinBeddedHeterolithic,11,PondedFill,3,NA,,,,,,,,,,,,
26.67,0,0.638744135,MaudBay,NWMayneIsland,478545,5413334,65,1,0,PlanarLaminations,,,,,,,,,ThinBeddedHeterolithic,11,PondedFill,3,NA,,,,,,,,,,,,
26.68,0,0.638744135,MaudBay,NWMayneIsland,478545,5413334,65,1,0,PlanarLaminations,,,,,,,,,ThinBeddedHeterolithic,11,PondedFill,3,NA,,,,,,,,,,,,
26.69,1,0.638744135,MaudBay,NWMayneIsland,478545,5413334,65,1,0,PlanarLaminations,,,,,,,,,ThinBeddedHeterolithic,11,PondedFill,3,NA,,0.25,0.72103361,0.77216448,,,,,,,,
26.7,0,0.034944677,MaudBay,NWMayneIsland,478545,5413334,66,0,0,,,,,,,,,,ThinBeddedHeterolithic,11,PondedFill,3,NA,,,,,,,,,,,,
26.71,0,0.034944677,MaudBay,NWMayneIsland,478545,5413334,66,0,0,,,,,,,,,,ThinBeddedHeterolithic,11,PondedFill,3,NA,,,,,,,,,,,,
26.72,0,0.034944677,MaudBay,NWMayneIsland,478545,5413334,66,0,0,,,,,,,,,,ThinBeddedHeterolithic,11,PondedFill,3,NA,,,,,,,,,,,,
26.73,0,0.034944677,MaudBay,NWMayneIsland,478545,5413334,66,0,0,,,,,,,,,,ThinBeddedHeterolithic,11,PondedFill,3,NA,,,,,,,,,,,,
26.74,0,0.034944677,MaudBay,NWMayneIsland,478545,5413334,66,0,0,,,,,,,,,,ThinBeddedHeterolithic,11,PondedFill,3,NA,,,,,,,,,,,,
26.75,1,0.034944677,MaudBay,NWMayneIsland,478545,5413334,66,0,0,,,,,,,,,,ThinBeddedHeterolithic,11,PondedFill,3,NA,,0.06,0.034944677,0.034944677,,,,,,,,
26.76,0,0.679769775,MaudBay,NWMayneIsland,478545,5413334,67,1,0,,,,,,,,,,ThinBeddedHeterolithic,11,PondedFill,3,NA,,,,,,,,,,,,
26.77,0,0.679769775,MaudBay,NWMayneIsland,478545,5413334,67,1,0,,,,,,,,,,ThinBeddedHeterolithic,11,PondedFill,3,NA,,,,,,,,,,,,
26.78,0,0.678487723,MaudBay,NWMayneIsland,478545,5413334,67,1,0,,,,,,,,,,ThinBeddedHeterolithic,11,PondedFill,3,NA,,,,,,,,,,,,
26.79,0,0.677205672,MaudBay,NWMayneIsland,478545,5413334,67,1,0,,,,,,,,,,ThinBeddedHeterolithic,11,PondedFill,3,NA,,,,,,,,,,,,
26.8,0,0.675923621,MaudBay,NWMayneIsland,478545,5413334,67,1,0,,,,,,,,,,ThinBeddedHeterolithic,11,PondedFill,3,NA,,,,,,,,,,,,
26.81,0,0.674641569,MaudBay,NWMayneIsland,478545,5413334,67,1,0,,,,,,,,,,ThinBeddedHeterolithic,11,PondedFill,3,NA,,,,,,,,,,,,
26.82,0,0.673359518,MaudBay,NWMayneIsland,478545,5413334,67,1,0,,,,,,,,,,ThinBeddedHeterolithic,11,PondedFill,3,NA,,,,,,,,,,,,
26.83,0,0.672077467,MaudBay,NWMayneIsland,478545,5413334,67,1,0,,,,,,,,,,ThinBeddedHeterolithic,11,PondedFill,3,NA,,,,,,,,,,,,
26.84,0,0.670795415,MaudBay,NWMayneIsland,478545,5413334,67,1,0,,,,,,,,,,ThinBeddedHeterolithic,11,PondedFill,3,NA,,,,,,,,,,,,
26.85,0,0.669513364,MaudBay,NWMayneIsland,478545,5413334,67,1,0,,,,,,,,,,ThinBeddedHeterolithic,11,PondedFill,3,NA,,,,,,,,,,,,
26.86,0,0.642162937,MaudBay,NWMayneIsland,478545,5413334,67,1,0,,,,,,,,,,ThinBeddedHeterolithic,11,PondedFill,3,NA,,,,,,,,,,,,
26.87,0,0.61481251,MaudBay,NWMayneIsland,478545,5413334,67,1,0,,,,,,,,,,ThinBeddedHeterolithic,11,PondedFill,3,NA,,,,,,,,,,,,
26.88,0,0.587462083,MaudBay,NWMayneIsland,478545,5413334,67,1,0,,,,,,,,,,ThinBeddedHeterolithic,11,PondedFill,3,NA,,,,,,,,,,,,
26.89,0,0.587462083,MaudBay,NWMayneIsland,478545,5413334,67,1,0,,,,,,,,,,ThinBeddedHeterolithic,11,PondedFill,3,NA,,,,,,,,,,,,
26.9,0,0.587462083,MaudBay,NWMayneIsland,478545,5413334,67,1,0,,,,,,,,,,ThinBeddedHeterolithic,11,PondedFill,3,NA,,,,,,,,,,,,
26.91,0,0.587462083,MaudBay,NWMayneIsland,478545,5413334,67,1,0,,,,,,,,,,ThinBeddedHeterolithic,11,PondedFill,3,NA,,,,,,,,,,,,
26.92,1,0.587462083,MaudBay,NWMayneIsland,478545,5413334,67,1,0,,,,,,,,,,ThinBeddedHeterolithic,11,PondedFill,3,NA,,0.17,0.643872339,0.679769775,,,,,,,,
26.93,0,0.034944677,MaudBay,NWMayneIsland,478545,5413334,68,0,0,,,,,,,,,,ThinBeddedHeterolithic,11,PondedFill,3,NA,,,,,,,,,,,,
26.94,0,0.034944677,MaudBay,NWMayneIsland,478545,5413334,68,0,0,,,,,,,,,,ThinBeddedHeterolithic,11,PondedFill,3,NA,,,,,,,,,,,,
26.95,0,0.034944677,MaudBay,NWMayneIsland,478545,5413334,68,0,0,,,,,,,,,,ThinBeddedHeterolithic,11,PondedFill,3,NA,,,,,,,,,,,,
26.96,0,0.034944677,MaudBay,NWMayneIsland,478545,5413334,68,0,0,,,,,,,,,,ThinBeddedHeterolithic,11,PondedFill,3,NA,,,,,,,,,,,,
26.97,0,0.034944677,MaudBay,NWMayneIsland,478545,5413334,68,0,0,,,,,,,,,,ThinBeddedHeterolithic,11,PondedFill,3,NA,,,,,,,,,,,,
26.98,0,0.034944677,MaudBay,NWMayneIsland,478545,5413334,68,0,0,,,,,,,,,,ThinBeddedHeterolithic,11,PondedFill,3,NA,,,,,,,,,,,,
26.99,0,0.034944677,MaudBay,NWMayneIsland,478545,5413334,68,0,0,,,,,,,,,,ThinBeddedHeterolithic,11,PondedFill,3,NA,,,,,,,,,,,,
27,0,0.034944677,MaudBay,NWMayneIsland,478545,5413334,68,0,0,,,,,,,,,,ThinBeddedHeterolithic,11,PondedFill,3,NA,,,,,,,,,,,,
27.01,0,0.034944677,MaudBay,NWMayneIsland,478545,5413334,68,0,0,,,,,,,,,,ThinBeddedHeterolithic,11,PondedFill,3,NA,,,,,,,,,,,,
27.02,0,0.034944677,MaudBay,NWMayneIsland,478545,5413334,68,0,0,,,,,,,,,,ThinBeddedHeterolithic,11,PondedFill,3,NA,,,,,,,,,,,,
27.03,0,0.034944677,MaudBay,NWMayneIsland,478545,5413334,68,0,0,,,,,,,,,,ThinBeddedHeterolithic,11,PondedFill,3,NA,,,,,,,,,,,,
27.04,0,0.034944677,MaudBay,NWMayneIsland,478545,5413334,68,0,0,,,,,,,,,,ThinBeddedHeterolithic,11,PondedFill,3,NA,,,,,,,,,,,,
27.05,0,0.034944677,MaudBay,NWMayneIsland,478545,5413334,68,0,0,,,,,,,,,,ThinBeddedHeterolithic,11,PondedFill,3,NA,,,,,,,,,,,,
27.06,0,0.034944677,MaudBay,NWMayneIsland,478545,5413334,68,0,0,,,,,,,,,,ThinBeddedHeterolithic,11,PondedFill,3,NA,,,,,,,,,,,,
27.07,0,0.034944677,MaudBay,NWMayneIsland,478545,5413334,68,0,0,,,,,,,,,,ThinBeddedHeterolithic,11,PondedFill,3,NA,,,,,,,,,,,,
27.08,0,0.034944677,MaudBay,NWMayneIsland,478545,5413334,68,0,0,,,,,,,,,,ThinBeddedHeterolithic,11,PondedFill,3,NA,,,,,,,,,,,,
27.09,0,0.034944677,MaudBay,NWMayneIsland,478545,5413334,68,0,0,,,,,,,,,,ThinBeddedHeterolithic,11,PondedFill,3,NA,,,,,,,,,,,,
27.1,0,0.034944677,MaudBay,NWMayneIsland,478545,5413334,68,0,0,,,,,,,,,,ThinBeddedHeterolithic,11,PondedFill,3,NA,,,,,,,,,,,,
