Thickness,ContinuousMeasurement1,ContinuousMeasurement2
21.67,0.91235257,0.619152332
21.68,0.44867628,0.200593074
21.69,0.576601629,0.946534984
21.7,0.95967418,0.899449318
21.71,0.348231286,0.781095854
21.72,0.978711436,0.980193494
21.73,0.763489951,0.373024058
21.74,0.903344433,0.560481606
21.75,0.493691193,0.121169629
21.76,0.617166467,0.87528639
21.77,0.064798618,0.703516421
21.78,0.690431815,0.191642118
21.79,0.640898287,0.630741738
21.8,0.019546831,0.514182256
21.81,0.693619048,0.230720299
21.82,0.400585084,0.44854311
21.83,0.913294584,0.532580023
21.84,0.507917116,0.433596935
21.85,0.093176448,0.654820528
21.86,0.4601113,0.38002934
21.87,0.484407673,0.110781011
21.88,0.704452499,0.393305159
21.89,0.584236861,0.128890283
21.9,0.212964845,0.219988032
21.91,0.512542294,0.386526403
21.92,0.764329119,0.488438804
21.93,0.297191431,0.200377841
21.94,0.533987288,0.262802386
21.95,0.368519795,0.585288967
21.96,0.182041507,0.228279801
21.97,0.601069051,0.311844243
21.98,0.111606005,0.209535328
21.99,0.105791028,0.728211051
22,0.375813343,0.25899545
22.01,0.504138287,0.304986574
22.02,0.978657539,0.672275529
22.03,0.856173324,0.886393059
22.04,0.378515146,0.486048131
22.05,0.976947556,0.643684552
22.06,0.402958586,0.253193247
22.07,0.576991233,0.292560496
22.08,0.655442158,0.771554359
22.09,0.730173078,0.078280629
22.1,0.156021995,0.102308875
22.11,0.673152765,0.441212176
22.12,0.815515552,0.995714209
22.13,0.659711197,0.764816306
22.14,0.187133649,0.918997291
22.15,0.643278375,0.579407167
22.16,0.084751896,0.738005963
22.17,0.709376212,0.545832426
22.18,0.882260773,0.860642262
22.19,0.952865906,0.319190341
22.2,0.716472227,0.287730225
22.21,0.648079509,0.070318324
22.22,0.849859854,0.719304728
22.23,0.097278033,0.992180749
22.24,0.591232035,0.500859056
22.25,0.461851779,0.934129482
22.26,0.33863805,0.928217602
22.27,0.102215195,0.433873191
22.28,0.073803565,0.186706343
22.29,0.078567389,0.902874536
22.3,0.379407694,0.349821965
22.31,0.919206278,0.012114521
22.32,0.468571395,0.729615871
22.33,0.148175932,0.176623259
22.34,0.573744374,0.987346656
22.35,0.559464468,0.910909286
22.36,0.347611518,0.827133404
24.29,0.124160647,0.408472105
24.3,0.30139892,0.669832407
24.31,0.687607232,0.493673524
24.32,0.826262611,0.659913521
24.33,0.34585259,0.924156665
24.34,0.359090878,0.317589021
24.35,0.167746757,0.370334885
24.36,0.309752982,0.573809605
24.37,0.583796175,0.397331885
24.38,0.316224579,0.686903196
24.39,0.57148083,0.419056495
24.4,0.458199227,0.629473505
24.41,0.411687093,0.65556944
24.42,0.534467948,0.261261578
24.43,0.318094543,0.398738214
24.44,0.855902682,0.781412641
24.45,0.194387865,0.082643917
24.46,0.637661476,0.101741499
24.47,0.104922672,0.708471672
24.48,0.67357079,0.242188238
24.49,0.060178102,0.708603308
24.5,0.699037452,0.642563908
24.51,0.385987064,0.057285576
24.52,0.419841975,0.073738823
24.53,0.642946073,0.661897258
24.54,0.56031995,0.510728084
24.55,0.25061945,0.972512794
24.56,0.457983947,0.278561167
24.57,0.35380313,0.847689144
24.58,0.218658493,0.036867326
24.59,0.088658235,0.628327181
24.6,0.932956522,0.777482699
24.61,0.172299151,0.050162535
24.62,0.509864107,0.654152245
24.63,0.346507681,0.912144455
24.64,0.037232331,0.751234546
24.65,0.971984281,0.963955733
24.66,0.547021805,0.673890154
24.67,0.265189178,0.934313745
24.68,0.418170149,0.562547414
24.69,0.588858323,0.159869599
24.7,0.315568801,0.20215542
24.71,0.170488774,0.526334199
24.72,0.814240629,0.056693854
24.73,0.127022365,0.952505235
24.74,0.3527549,0.922484495
24.75,0.624707737,0.130394388
24.76,0.09177817,0.544558534
24.77,0.430180219,0.722060613
24.78,0.436501555,0.963300448
24.79,0.230514052,0.148245876
24.8,0.89764777,0.969126223
24.81,0.013335007,0.960111082
24.82,0.030564745,0.32698989
24.83,0.533766424,0.408334664
24.84,0.054019857,0.215972996
24.85,0.078808106,0.518831923
24.86,0.919701028,0.982352418
24.87,0.47906139,0.722153154
24.88,0.583239426,0.716309244
24.89,0.412507544,0.194692604
24.9,0.265649082,0.6796062
24.91,0.526349975,0.05909824
24.92,0.150098812,0.988617627
24.93,0.068690219,0.734599532
24.94,0.993882443,0.756780108
24.95,0.112860098,0.214114531
24.96,0.600555143,0.075208155
24.97,0.586304098,0.144178405
24.98,0.95908959,0.787767285
24.99,0.730138779,0.302460067
25,0.554411091,0.433933199
25.01,0.327400534,0.764589918
25.02,0.311970588,0.829044803
25.03,0.036075379,0.606861288
25.04,0.782532994,0.582579127
25.05,0.175244308,0.630894769
25.06,0.784737366,0.854260534
25.07,0.435755594,0.728353624
25.08,0.647952009,0.121060892
25.09,0.342463942,0.509993026
25.1,0.733753574,0.757230933
25.11,0.652760487,0.574762407
25.12,0.326845502,0.841408188
25.13,0.48140221,0.332361986
25.14,0.373724674,0.29111029
25.15,0.016081875,0.144399979
25.16,0.849053694,0.238918564
25.17,0.656639286,0.187001444
25.18,0.898782105,0.400189156
25.19,0.490488677,0.042559556
25.2,0.868532729,0.908346738
25.21,0.454186787,0.863999934
25.22,0.350286744,0.336159468
25.23,0.562700005,0.685884528
25.24,0.334577345,0.220605926
25.25,0.142965853,0.993065118
25.26,0.230504941,0.687922288
25.27,0.61837993,0.690581699
25.28,0.26317677,0.790653116
25.29,0.252217493,0.667400667
25.3,0.977670367,0.560325821
25.31,0.832667415,0.487992037
25.32,0.249318632,0.573538562
25.33,0.993510148,0.272773073
25.34,0.62158001,0.83499918
25.35,0.475089285,0.379852336
25.36,0.81963133,0.558974074
25.37,0.146926376,0.76293361
25.38,0.761236884,0.991713781
25.39,0.171300892,0.856486506
25.4,0.965201304,0.380645383
25.41,0.069027355,0.126677998
25.42,0.242647991,0.935307789
25.43,0.827886026,0.307335702
25.44,0.793640903,0.298573726
25.45,0.381845219,0.872506616
25.46,0.860318088,0.830067382
25.47,0.531634577,0.097140572
25.48,0.070652534,0.342122969
25.49,0.383118558,0.742274811
25.5,0.153259398,0.167179747
25.51,0.185144899,0.875362788
25.52,0.889222255,0.967726367
25.53,0.641492203,0.244053354
25.54,0.802636334,0.89935407
25.55,0.777457263,0.044684315
25.56,0.990604778,0.060332728
25.57,0.159979622,0.561523548
25.58,0.603828932,0.205136636
25.59,0.68213678,0.342875471
25.6,0.915655968,0.059291448
25.61,0.817021171,0.189002904
25.62,0.249223642,0.634712123
25.63,0.301905885,0.923357079
25.64,0.676600672,0.698985859
25.65,0.199235731,0.963917755
25.66,0.457769813,0.784272529
25.67,0.966854091,0.090378456
25.68,0.884680406,0.82986007
25.69,0.660050097,0.239227989
25.7,0.889084557,0.469678362
25.71,0.776628925,0.253343187
25.72,0.671816451,0.778033165
25.73,0.278174359,0.033731778
25.74,0.05795844,0.5967873
25.75,0.414277978,0.61415741
25.76,0.831409246,0.535429684
25.77,0.647781758,0.794739517
25.78,0.339007228,0.802115591
25.79,0.11919289,0.429358722
25.8,0.009743912,0.460772737
25.81,0.054238687,0.388490923
25.82,0.394313217,0.498995095
25.83,0.286992006,0.526328597
25.84,0.744548865,0.538287621
25.85,0.891737377,0.866513953
25.86,0.589215146,0.726602644
25.87,0.567134843,0.220313261
25.88,0.224582061,0.090353885
25.89,0.664147074,0.803209615
25.9,0.238379218,0.449743958
25.91,0.823961706,0.000882441
25.92,0.332865399,0.065241627
25.93,0.30906134,0.440186859
25.94,0.710741774,0.057556229
25.95,0.628744571,0.99371026
25.96,0.690733236,0.869180156
25.97,0.455943144,0.500785033
25.98,0.490817484,0.484463121
25.99,0.59316724,0.070416857
26,0.49845052,0.31908344
26.01,0.938569746,0.321136441
26.02,0.255174456,0.661987375
26.03,0.121886857,0.741224422
26.04,0.91015551,0.664307294
26.05,0.528340882,0.625995653
26.06,0.315667958,0.671996624
26.07,0.32800416,0.899707915
26.08,0.332297697,0.517272163
26.09,0.971949421,0.102015654
26.1,0.515666323,0.591768207
26.11,0.237474056,0.284315983
26.12,0.83710392,0.611614603
26.13,0.691335951,0.482635624
26.14,0.938458583,0.924287605
26.15,0.893012794,0.66153332
26.16,0.619216778,0.348711139
26.17,0.692924972,0.628369886
26.18,0.871500146,0.257712846
26.19,0.723515398,0.345945911
26.2,0.572916531,0.834319766
26.21,0.633807751,0.020210475
26.22,0.226757267,0.992659969
26.23,0.490600563,0.476542558
26.24,0.107155826,0.743335538
26.25,0.433126105,0.738336569
26.26,0.838462171,0.186745373
26.27,0.413172021,0.204709219
26.28,0.668214051,0.369245389
26.29,0.752045804,0.21268283
26.3,0.901071556,0.021092113
26.31,0.807401324,0.182783377
26.32,0.568981116,0.510117821
26.33,0.724092401,0.195434928
26.34,0.509698224,0.506527566
26.35,0.316485511,0.944483916
26.36,0.387123562,0.581763885
26.37,0.690286941,0.857577009
26.38,0.767764335,0.938164228
26.39,0.397121478,0.325204274
26.4,0.258198303,0.300059783
26.41,0.009044791,0.594329643
26.42,0.170333285,0.99094359
26.43,0.877668933,0.259861069
26.44,0.066635808,0.213893016
26.45,0.142936749,0.16669864
26.46,0.28765956,0.254467462
26.47,0.902856869,0.773549047
26.48,0.222026369,0.682627542
26.49,0.181238479,0.767751887
26.5,0.864664127,0.332467673
26.51,0.077852084,0.904440164
26.52,0.918117223,0.052629618
26.53,0.387343358,0.117387132
26.54,0.211555299,0.167756
26.55,0.563347806,0.585506171
26.56,0.591083272,0.78624717
26.57,0.873195602,0.178711315
26.58,0.746223903,0.659348565
26.59,0.33184895,0.328291246
26.6,0.632984534,0.461538474
26.61,0.481591309,0.999669131
26.62,0.078619404,0.861587266
26.63,0.16216878,0.155043535
26.64,0.110041729,0.82200542
26.65,0.731936232,0.253456561
26.66,0.133704744,0.129060141
26.67,0.174617892,0.155760358
26.68,0.490089116,0.980622439
26.69,0.714471004,0.31969504
26.7,0.637532099,0.928477263
26.71,0.166678558,0.579208156
26.72,0.234148471,0.161660863
26.73,0.218627242,0.457696435
26.74,0.354451468,0.74661248
26.75,0.127822835,0.61143514
26.76,0.041977323,0.339327986
26.77,0.826074422,0.904655241
26.78,0.308005063,0.788293695
26.79,0.079293,0.912075056
26.8,0.038501873,0.408730222
26.81,0.062960923,0.941023683
26.82,0.183634053,0.740436441
26.83,0.535021828,0.593593572
26.84,0.50987665,0.421868268
26.85,0.443347922,0.027420454
26.86,0.42647752,0.702682457
26.87,0.221143536,0.174083591
26.88,0.397323733,0.663809244
26.89,0.059664474,0.650192409
26.9,0.21546377,0.988265028
26.91,0.348236362,0.636217496
26.92,0.726658623,0.978625871
26.93,0.923480149,0.008622028
26.94,0.228272932,0.750894028
26.95,0.199353296,0.674342169
26.96,0.239267915,0.047472593
26.97,0.440296989,0.305804279
26.98,0.905140464,0.291721581
26.99,0.57583323,0.951846836
27,0.735181151,0.182802487
27.01,0.154163579,0.090372047
27.02,0.973765438,0.219800095
27.03,0.505600002,0.040445508
27.04,0.889079917,0.877069541
27.05,0.848848923,0.794376033
27.06,0.844763629,0.614097996
27.07,0.362776178,0.001505819
27.08,0.882173881,0.539116962
27.09,0.823124176,0.523626447
27.1,0.655390988,0.183563653
27.11,0.593813236,0.672704222
27.12,0.999320046,0.027437985
27.13,0.09553305,0.712468539
27.14,0.058249372,0.874752005
27.15,0.569533225,0.565148728
27.16,0.613615099,0.31481271
27.17,0.321662848,0.721832283
27.18,0.918612728,0.894023453
27.19,0.207606336,0.613558225
27.2,0.447736565,0.421584118
27.21,0.194271086,0.222123692
27.22,0.426589454,0.957928937
27.23,0.284492449,0.440158846
27.24,0.122385362,0.865632121
27.25,0.199459046,0.02102383
27.26,0.10998819,0.22543201
27.27,0.013588142,0.163791462
27.28,0.143128736,0.423047766
27.29,0.691723159,0.226587782
27.3,0.718638507,0.850873958
27.31,0.562183161,0.24459169
27.32,0.79764684,0.705704095
27.33,0.439836988,0.661756932
27.34,0.816118429,0.623306019
27.35,0.131696007,0.224616022
27.36,0.734969045,0.312578589
27.37,0.891911099,0.038106939
27.38,0.20273954,0.425498668
27.39,0.563920743,0.907193739
27.4,0.464727222,0.10136387
27.41,0.134085727,0.38067018
27.42,0.994432236,0.542471234
27.43,0.694515639,0.33925524
27.44,0.664004255,0.229591492
27.45,0.938709041,0.861681112
27.46,0.663267414,0.32582032
27.47,0.987772359,0.959258546
27.48,0.862654379,0.78852564
27.49,0.808482717,0.313387761
27.5,0.293403963,0.915720082
27.51,0.247818391,0.539458157
27.52,0.359143115,0.448365434
27.53,0.320175699,0.289814739
27.54,0.159284273,0.73809577
27.55,0.164406101,0.498731005
27.56,0.620454615,0.81969018
27.57,0.113106496,0.970823904
27.58,0.906909468,0.292975906
27.59,0.584169967,0.280262007
27.6,0.086244787,0.397766601
27.61,0.148267302,0.442397374
27.62,0.772118026,0.151768711
27.63,0.01446624,0.049387431
27.64,0.807390725,0.427137122
27.65,0.074761091,0.375096863
27.66,0.531592042,0.13346529
27.67,0.844601069,0.905860697
27.68,0.981600911,0.262784816
27.69,0.891226567,0.351441993
27.7,0.790959055,0.932935175
27.71,0.348217647,0.656314337
27.72,0.872638064,0.489272074
27.73,0.911915939,0.141903845
27.74,0.327196443,0.038705358
27.75,0.453654377,0.613494247
27.76,0.185172315,0.150850617
27.77,0.576427578,0.24813302
27.78,0.848792501,0.820337837
27.79,0.336621989,0.182142061
27.8,0.404535471,0.92843859
27.81,0.66584999,0.808513398
27.82,0.574977055,0.469379337
27.83,0.306885095,0.749238356
27.84,0.691883147,0.062051079
27.85,0.091984691,0.438394812
27.86,0.082666327,0.953624016
27.87,0.517460038,0.94242013
27.88,0.518840833,0.599033019
27.89,0.374377469,0.186186497
27.9,0.298795622,0.894110418
27.91,0.945888452,0.343372539
27.92,0.166665915,0.008270388
27.93,0.013754341,0.48611934
27.94,0.874433401,0.840305517
27.95,0.593562459,0.564241437
27.96,0.896285426,0.869637127
27.97,0.006545181,0.066716831
27.98,0.788517673,0.954248006
27.99,0.219431057,0.353223875
28,0.576143621,0.948603209
28.01,0.267162295,0.543903247
28.02,0.850552221,0.499556653
28.03,0.907015014,0.897403452
28.04,0.649584624,0.147622315
28.05,0.928030095,0.715845433
28.06,0.651593444,0.646643331
28.07,0.040370705,0.061837217
28.08,0.992539652,0.837217819
28.09,0.44154447,0.322709416
28.1,0.728606475,0.69467058
28.11,0.102719673,0.440257149
28.12,0.782894678,0.11589899
28.13,0.790173314,0.526293034
28.14,0.630628059,0.445467696
28.15,0.900383282,0.673204078
28.16,0.59449193,0.428861437
28.17,0.420532368,0.630142759
28.18,0.035757271,0.385609595
28.19,0.759635236,0.969813582
28.2,0.087575517,0.49812207
28.21,0.515499081,0.869004905
28.22,0.398820311,0.387929133
28.23,0.255263315,0.063871391
28.24,0.464977359,0.845534107
28.25,0.363792993,0.529593948
28.26,0.088741119,0.022019216
28.27,0.29467208,0.670890207
28.28,0.783853141,0.223477097
28.29,0.864038325,0.857574954
28.3,0.338605749,0.859137221
28.31,0.193108266,0.101174814
28.32,0.071971678,0.049487733
28.33,0.630801763,0.111590899
28.34,0.329445314,0.8515316
28.35,0.411459146,0.209415055
28.36,0.967986604,0.489675307
28.37,0.749866688,0.193995699
28.38,0.580458329,0.321238519
28.39,0.927494195,0.279365984
28.4,0.456855205,0.509805035
28.41,0.6123525,0.930720613
28.42,0.433252115,0.781607257
28.43,0.383220639,0.830371815
28.44,0.258698875,0.662667351
28.45,0.688829774,0.372920265
28.46,0.475391668,0.700392012
28.47,0.592853267,0.897639484
28.48,0.77005445,0.038347185
28.49,0.227427734,0.679706834
28.5,0.895591262,0.574438948
28.51,0.120089696,0.777426276
28.52,0.917391657,0.352472247
28.53,0.581724794,0.323891569
28.54,0.049675244,0.169425962
28.55,0.62675487,0.028150977
28.56,0.309509419,0.357307512
28.57,0.350037749,0.151742414
28.58,0.549291812,0.414154623
28.59,0.619156872,0.686104865
28.6,0.797210546,0.864945578
28.61,0.220845807,0.391777239
28.62,0.444149437,0.9957004
28.63,0.559425792,0.913755417
28.64,0.250403961,0.163870253
28.65,0.15520918,0.432326342
28.66,0.925440485,0.788032697
28.67,0.522300919,0.140920185
28.68,0.31053885,0.340146218
28.69,0.674371214,0.61541383
28.7,0.461119602,0.073576686
28.71,0.976014848,0.628307749
28.72,0.657956218,0.386797456
28.73,0.371149192,0.835479226
28.74,0.560123521,0.119323472
28.75,0.998379121,0.36080993
28.76,0.503684115,0.92082621
28.77,0.288485607,0.525385598
28.78,0.291007021,0.144461863
28.79,0.416808574,0.449847841
28.8,0.816494986,0.94345658
28.81,0.1806258,0.414285587
28.82,0.539036333,0.333236058
28.83,0.856940679,0.859432451
28.84,0.810921274,0.048303834
28.85,0.963770587,0.405451196
28.86,0.021176376,0.016207992
28.87,0.865915585,0.687127359
28.88,0.704870014,0.200733232
28.89,0.874264404,0.182244854
28.9,0.253080473,0.299552759
28.91,0.026576207,0.03517416
28.92,0.463484625,0.53474275
28.93,0.248271442,0.835383745
28.94,0.202261407,0.515420811
28.95,0.518336664,0.420643997
28.96,0.401395447,0.033153911
28.97,0.047506166,0.118511309
28.98,0.988767786,0.695213566
28.99,0.669790114,0.921767661
29,0.173583325,0.11022303
29.01,0.423557738,0.922220842
29.02,0.313445825,0.737964337
29.03,0.677833685,0.946553472
29.04,0.987224437,0.434886388
29.05,0.31656641,0.455551259
29.06,0.685920194,0.482313522
29.07,0.426681685,0.31484312
29.08,0.314389726,0.038128085
29.09,0.503734069,0.189007164
29.1,0.73879851,0.08627985
29.11,0.44396286,0.772068333
29.12,0.746076209,0.680991169
29.13,0.598566746,0.167798343
29.14,0.317878644,0.446938312
29.15,0.49291557,0.335348087
29.16,0.727726611,0.573474313
29.17,0.663790967,0.066194024
29.18,0.730182788,0.913210186
29.19,0.951721365,0.769658208
29.2,0.9462347,0.258151897
29.21,0.394098574,0.18074162
29.22,0.10072775,0.968225494
29.23,0.714815765,0.699480323
29.24,0.237974883,0.962202834
29.25,0.54658044,0.314611729
29.26,0.006343634,0.649952018
29.27,0.044297437,0.386686784
29.28,0.152245544,0.632420396
29.29,0.230406369,0.070656757
29.3,0.08779035,0.790533914
29.31,0.984932894,0.683577612
29.32,0.631379443,0.397479751
29.33,0.138095821,0.339282866
29.34,0.6695422,0.298738446
29.35,0.268014933,0.454335099
29.36,0.714272989,0.594428249
29.37,0.0458247,0.748594946
29.38,0.376074651,0.049711208
29.39,0.694157717,0.756046792
29.4,0.756201972,0.596374372
29.41,0.958420036,0.933326196
29.42,0.47179443,0.155806484
29.43,0.211905713,0.326550488
29.44,0.572163919,0.198019989
29.45,0.425376377,0.171891612
29.46,0.428074196,0.030994455
29.47,0.555705578,0.664503919
29.48,0.137435028,0.570634339
29.49,0.358895355,0.706210853
29.5,0.632262366,0.851213413
29.51,0.683711149,0.843803647
29.52,0.642259662,0.111928847
29.53,0.260251138,0.135544117
29.54,0.47729228,0.760545127
29.55,0.356548308,0.063398147
29.56,0.25497982,0.837317435
29.57,0.900306424,0.404244179
29.58,0.433650081,0.391441786
29.59,0.072012101,0.031134792
29.6,0.941683341,0.496520042
29.61,0.780740095,0.305679769
29.62,0.989831415,0.905470236
29.63,0.375624136,0.408373462
29.64,0.41534532,0.075723685
29.65,0.674681458,0.744961733
29.66,0.053952741,0.047961649
29.67,0.84245121,0.987222696
29.68,0.828404689,0.1055996
29.69,0.628076421,0.14370831
29.7,0.116030281,0.712561359
29.71,0.150071634,0.432038398
29.72,0.663601783,0.923351422
29.73,0.815098958,0.868122134
29.74,0.653206804,0.937838745
29.75,0.265365712,0.689900075
29.76,0.440323011,0.576153329
29.77,0.307432626,0.32362779
29.78,0.660326567,0.680101539
29.79,0.949503326,0.355523008
29.8,0.470937441,0.642242216
29.81,0.602551452,0.517758375
29.82,0.078965011,0.598330689
29.83,0.873012791,0.847379461
29.84,0.803817778,0.466181836
29.85,0.292878358,0.029079216
29.86,0.7139148,0.148422629
29.87,0.190664749,0.400504451
29.88,0.638466509,0.836372761
29.89,0.60435664,0.236416211
29.9,0.055805491,0.053182178
29.91,0.598466888,0.793753381
29.92,0.862360358,0.461807027
29.93,0.324552011,0.450970348
29.94,0.315687873,0.288108924
29.95,0.848814432,0.992359983
29.96,0.350091889,0.030727453
29.97,0.184006886,0.743344193
29.98,0.965198977,0.510847726
29.99,0.56718195,0.765585261
30,0.383413904,0.758983331
30.01,0.999509997,0.576670841
30.02,0.329524302,0.490609067
30.03,0.153986402,0.323185809
30.04,0.559801536,0.019288839
30.05,0.549752001,0.632007106
30.06,0.274508953,0.840673292
30.07,0.011679477,0.595412741
30.08,0.462323466,0.37633105
30.09,0.05471459,0.047133103
30.1,0.484597238,0.538083478
30.11,0.511175828,0.537437029
30.12,0.61771356,0.110309835
30.13,0.21784615,0.484531018
30.14,0.171036929,0.153379683
30.15,0.103054214,0.52117055
30.16,0.285319475,0.269610402
30.17,0.153219578,0.630824165
30.18,0.75070245,0.68986102
30.19,0.792133704,0.743813053
30.2,0.710326071,0.751839986
30.21,0.76979402,0.910571899
30.22,0.986157355,0.866702698
30.23,0.066404267,0.299737278
30.24,0.696366855,0.216021231
30.25,0.164046706,0.085424931
30.26,0.569792406,0.725577618
30.27,0.932716394,0.66673244
30.28,0.911255299,0.705573252
30.29,0.182034731,0.941741509
30.3,0.990265108,0.510919185
30.31,0.354431067,0.536381182
30.32,0.023251248,0.602715681
30.33,0.624996531,0.09460765
30.34,0.214658347,0.279532136
30.35,0.932208428,0.724397221
30.36,0.046023839,0.911635287
30.37,0.341953016,0.700966549
30.38,0.957530584,0.143382909
30.39,0.966578785,0.044050786
30.4,0.273610467,0.910271686
30.41,0.109773393,0.862629608
30.42,0.872225318,0.397110709
30.43,0.556904606,0.861067823
30.44,0.654831719,0.939461719
30.45,0.18733559,0.541635321
30.46,0.993590138,0.847373716
30.47,0.359441328,0.440992304
30.48,0.909062804,0.006329145
30.49,0.779686477,0.488726326
30.5,0.373182701,0.13226315
30.51,0.420229671,0.001610403
30.52,0.78926942,0.224501697
30.53,0.076620525,0.537413425
30.54,0.502222593,0.413551585
30.55,0.869155152,0.782903061
30.56,0.188070514,0.319180523
30.57,0.718087231,0.021862491
30.58,0.774592721,0.024161341
30.59,0.574057527,0.29160069
30.6,0.298983683,0.581549775
30.61,0.032656461,0.164158841
30.62,0.681776744,0.276159292
30.63,0.517628528,0.180936814
30.64,0.094902755,0.458237849
30.65,0.465567827,0.323691717
30.66,0.990013385,0.216046639
30.67,0.191000394,0.388780355
30.68,0.52071969,0.522072961
30.69,0.12077841,0.302843644
30.7,0.190693391,0.359354
30.71,0.775648395,0.246329879
30.72,0.290225503,0.273042146
30.73,0.113623712,0.477199728
30.74,0.683633339,0.916838708
30.75,0.805555625,0.634167062
30.76,0.999232014,0.755552215
30.77,0.615326352,0.300924676
30.78,0.481777428,0.199150902
30.79,0.385519524,0.485094302
30.8,0.095549656,0.453907967
30.81,0.994822484,0.992268357
30.82,0.744134037,0.972647457
30.83,0.184985477,0.719601268
30.84,0.900104953,0.877722564
30.85,0.916432699,0.353708827
30.86,0.237055669,0.606020249
30.87,0.988907324,0.842327962
30.88,0.978935236,0.480378134
30.89,0.462639257,0.654839454
30.9,0.16728467,0.95206112
30.91,0.894638055,0.204492628
30.92,0.436224084,0.546766815
30.93,0.441918945,0.141366465
30.94,0.208265159,0.613802665
30.95,0.532119511,0.669973225
30.96,0.093155215,0.435424503
30.97,0.978095788,0.430421583
30.98,0.332160726,0.875364362
30.99,0.759704395,0.569480685
31,0.995522855,0.000683731
31.01,0.283422897,0.562495884
31.02,0.770431436,0.015328928
31.03,0.224087841,0.118448471
31.04,0.68683438,0.779112656
31.05,0.02781403,0.189788269
31.06,0.241252602,0.851794023
31.07,0.444206284,0.701873535
31.08,0.310084653,0.077717392
31.09,0.484631567,0.010131913
31.1,0.697072825,0.980656792
31.11,0.413341601,0.597874363
31.12,0.88852349,0.763096605
31.13,0.863528386,0.521012238
31.14,0.495787634,0.663166843
31.15,0.193828377,0.751995335
31.16,0.18412151,0.508305978
31.17,0.05343129,0.17139626
31.18,0.018324028,0.134766714
31.19,0.710821347,0.251508847
31.2,0.393639736,0.335987868
31.21,0.267254037,0.157222811
31.22,0.688923229,0.986187593
31.23,0.594243636,0.45843075
31.24,0.630495593,0.996040405
31.25,0.268710727,0.275633936
31.26,0.575812318,0.33077524
31.27,0.274933742,0.219371605
31.28,0.594246682,0.16500229
31.29,0.899613906,0.629216688
31.3,0.32674002,0.68833004
31.31,0.489801488,0.439283567
31.32,0.255021899,0.307723939
31.33,0.653022167,0.35538471
31.34,0.898276668,0.017423716
31.35,0.558453057,0.999984774
31.36,0.569516335,0.19673043
31.37,0.2300986,0.41290589
31.38,0.16287821,0.690149173
31.39,0.733703499,0.096472442
31.4,0.940943474,0.354374489
31.41,0.543631503,0.018450427
31.42,0.452508305,0.290814394
31.43,0.630410185,0.228991949
31.44,0.852905098,0.956718633
31.45,0.892280961,0.698064217
31.46,0.469066167,0.451248969
31.47,0.718160305,0.436399018
31.48,0.389389238,0.812568643
31.49,0.95166937,0.42752326
31.5,0.744898723,0.963826398
31.51,0.738235248,0.182647578
31.52,0.69366556,0.408222983
31.53,0.624102077,0.933027158
31.54,0.0149316,0.631076325
31.55,0.775802681,0.82948436
31.56,0.378864106,0.606082295
31.57,0.766645408,0.365886909
31.58,0.616098229,0.06194894
31.59,0.752886605,0.298774494
31.6,0.766229394,0.990752914
31.61,0.576063624,0.313852261
31.62,0.869995665,0.369767191
31.63,0.544273423,0.864645626
31.64,0.636886106,0.137470452
31.65,0.713322935,0.058216562
31.66,0.654806503,0.065340206
31.67,0.941437368,0.335093396
31.68,0.321141675,0.083760272
31.69,0.840383864,0.427474723
31.7,0.917668181,0.497490596
31.71,0.044513113,0.04767759
31.72,0.929419524,0.547721575
31.73,0.115146043,0.177703546
31.74,0.196068057,0.250230661
31.75,0.448660479,0.225281985
31.76,0.566121388,0.417215677
31.77,0.02933259,0.467649873
31.78,0.721203365,0.993418559
31.79,0.265298346,0.551154897
31.8,0.157783405,0.197644644
31.81,0.314846489,0.060761697
31.82,0.917644561,0.141866578
31.83,0.289292908,0.276751384
31.84,0.523617394,0.355732893
31.85,0.611418212,0.620209094
31.86,0.2584088,0.110920229
31.87,0.58713577,0.756723079
31.88,0.340238413,0.95202952
31.89,0.607398588,0.516333869
31.9,0.059231229,0.798275227
31.91,0.721339704,0.095845566
31.92,0.379151606,0.279031068
31.93,0.510157006,0.889421485
31.94,0.671554647,0.302255585
31.95,0.958800159,0.443363343
31.96,0.683677474,0.776068329
31.97,0.969389218,0.487540384
31.98,0.687034248,0.416727585
31.99,0.747196468,0.193707251
32,0.519919133,0.199370022
32.01,0.175207267,0.324365636
32.02,0.932796297,0.317206328
32.03,0.106663762,0.804752501
32.04,0.543677959,0.549764777
32.05,0.208652108,0.746503619
32.06,0.622702607,0.466689275
32.07,0.284597236,0.111159523
32.08,0.299387386,0.977449532
32.09,0.167896684,0.691291163
32.1,0.050509509,0.135354489
32.11,0.810325074,0.632805692
32.12,0.302820786,0.036997491
32.13,0.083592927,0.766572467
32.14,0.804249904,0.249292816
32.15,0.364604994,0.081971034
32.16,0.24542048,0.186022498
32.17,0.162317275,0.161791408
32.18,0.502480341,0.408090835
32.19,0.160463093,0.68570644
32.2,0.740072906,0.262400229
32.21,0.409313739,0.409775225
32.22,0.544067622,0.411266039
32.23,0.144081503,0.168171556
32.24,0.204603907,0.816979767
32.25,0.736542646,0.771757577
32.26,0.072539958,0.367785821
32.27,0.943576313,0.985842382
32.28,0.706221377,0.928592209
32.29,0.782759348,0.751579687
32.3,0.85028067,0.223790386
32.31,0.262178757,0.585896507
32.32,0.014784314,0.096765969
